45.67683966,-110.79433945
44.85664219,-111.06855947
45.85986011,-111.82947189
44.91154545,-111.10487337
45.54683093,-111.47619643
45.06171847,-111.59542531
44.85597713,-111.54904668
45.74804405,-110.82337698
45.30107883,-111.18793305
44.9080575,-111.99317116
45.12093117,-111.82601443
45.0317693,-112.12974022
44.84432164,-111.61153593
45.52878205,-111.39668159
44.82924617,-110.80050805
45.86278881,-111.38112433
45.65565911,-111.25788508
45.45048896,-111.60825581
45.76055605,-111.93017335
45.16502747,-112.25039599
44.93696804,-111.05406755
44.78953198,-110.8646998
45.09381954,-111.53201758
45.18185394,-111.89373282
44.76594331,-111.38773114
45.57666721,-112.02610217
45.4044839,-111.42129802
45.76228303,-110.77520585
45.85941591,-111.33212702
45.3454069,-111.620083
44.98096023,-110.53160289
45.19010769,-111.11928769
45.36873737,-112.21339007
45.67672394,-111.63097055
44.94894449,-111.3933577
45.4146046,-111.56948846
45.39324629,-110.35746151
44.85656923,-111.60157685
45.44469009,-110.79662567
44.88320617,-110.43575344
45.65673851,-111.74058789
45.51832953,-111.61444818
45.7183534,-111.25401236
45.28611824,-110.37929026
45.79163933,-111.266769
44.78127541,-110.71069353
44.97399117,-110.91778994
45.6403118,-110.68712158
44.98711988,-111.91818313
45.11363033,-111.37593056
44.59491554,-111.42732311
45.83152347,-111.79696228
45.3422114,-112.06392967
45.84769345,-111.13542666
45.41770218,-111.75064616
45.05321321,-112.27721069
45.04348011,-111.44702967
44.97023604,-110.64159866
45.35857073,-110.57389143
45.16687681,-111.37291784
45.7761951,-110.84343416
45.00617345,-110.80673157
45.78453394,-111.83607893
45.38934897,-110.86812613
45.46754614,-110.95825314
45.0210445,-111.22842866
44.7792413,-111.66160105
45.79889951,-110.7238972
44.73896835,-111.83324005
45.25845674,-111.61626789
45.65174187,-111.14802954
45.58622499,-111.64090312
44.98753294,-111.37769551
45.01869409,-112.203144
45.92943198,-111.18319354
44.59254403,-111.2460015
45.43750257,-110.58966609
45.54140612,-111.36780525
45.68316314,-111.32514185
45.28060156,-111.9522402
45.31668267,-111.38165
45.86982318,-111.6590725
45.19536524,-110.60561298
45.24614911,-112.08552507
45.1285245,-110.90314331
45.26628019,-111.90701714
44.75427137,-110.62835948
45.59834366,-111.87981834
45.30179886,-111.20382186
45.2373565,-112.3212044
45.41253327,-110.46652946
44.70238296,-110.85881462
45.32670587,-110.9325586
44.84485606,-110.61943263
45.61256591,-111.2756329
45.19123324,-110.29869978
45.33452437,-112.00605338
45.66710792,-110.46339448
45.37422917,-111.73354653
45.54157528,-111.02190691
44.70961839,-111.66231058
45.56509077,-110.49340104
45.48822124,-111.82201646
